,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
6484,714,RWA,PPPGDP,Rwanda,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.108,2.364,2.448,2.698,3.157,3.4,3.66,3.739,3.882,3.804,3.963,3.921,4.275,3.922,2.328,2.96,3.364,3.932,4.307,4.513,5.001,5.548,6.377,6.648,7.334,8.273,9.314,10.298,11.666,12.473,13.549,14.932,15.707,16.686,18.915,20.516,21.966,23.665,26.308,29.315,28.672,31.221,34.327,37.98,41.773,45.876,49.666,2019.0
6529,862,WSM,PPPGDP,Samoa,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.192,0.191,0.201,0.21,0.222,0.242,0.259,0.267,0.284,0.312,0.303,0.306,0.326,0.339,0.368,0.401,0.438,0.449,0.459,0.462,0.497,0.546,0.585,0.628,0.665,0.731,0.77,0.795,0.839,0.839,0.871,0.926,0.905,0.917,0.935,0.985,1.075,1.107,1.11,1.17,1.152,1.107,1.149,1.224,1.298,1.371,1.438,2020.0
6619,716,STP,PPPGDP,S„o TomÈ and PrÌncipe,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.138,0.136,0.148,0.148,0.144,0.163,0.156,0.155,0.164,0.176,0.179,0.187,0.192,0.199,0.208,0.217,0.224,0.23,0.238,0.248,0.254,0.266,0.277,0.301,0.321,0.355,0.399,0.423,0.466,0.481,0.519,0.553,0.557,0.638,0.747,0.765,0.79,0.811,0.855,0.89,0.928,0.982,1.038,1.097,1.162,1.232,1.307,2020.0
6664,456,SAU,PPPGDP,Saudi Arabia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",418.074,466.519,392.661,342.542,338.361,314.871,375.858,359.609,421.094,435.406,520.329,618.658,657.989,664.397,682.38,698.165,729.701,750.476,780.881,762.083,823.191,831.545,820.697,930.98,1032.05,1123.75,1190.72,1245.49,1348.71,1329.4,1413.18,1586.75,1672.47,1680.16,1722.86,1541.83,1475.67,1565.89,1642.33,1677.25,1627.75,1734.23,1868.02,1965.59,2066.93,2170.2,2277.36,2020.0
6709,722,SEN,PPPGDP,Senegal,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.037,6.943,7.951,7.822,8.408,8.958,9.423,10.245,10.543,11.393,11.739,12.446,12.888,13.366,13.621,14.754,15.305,15.992,17.138,18.419,19.568,20.871,21.211,22.84,24.542,26.403,27.852,29.413,31.087,32.147,33.637,34.794,36.714,37.797,40.124,43.318,46.119,49.402,53.723,57.092,58.646,63.644,68.995,78.256,84.965,91.488,98.381,2019.0
6799,718,SYC,PPPGDP,Seychelles,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.277,0.292,0.303,0.313,0.339,0.385,0.396,0.426,0.464,0.532,0.593,0.63,0.691,0.759,0.756,0.776,0.869,0.991,1.027,1.061,1.132,1.131,1.162,1.115,1.113,1.251,1.411,1.6,1.596,1.588,1.703,1.832,1.904,2.012,2.183,2.248,2.43,2.617,2.716,2.817,2.484,2.751,3.044,3.328,3.573,3.833,4.1,2020.0
6844,724,SLE,PPPGDP,Sierra Leone,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.777,3.096,3.346,3.422,3.606,3.469,3.544,3.718,3.928,4.285,4.517,4.296,3.97,4.067,4.299,3.949,3.024,2.535,2.542,2.369,2.515,3.039,3.901,4.349,4.761,5.131,5.513,6.118,6.572,6.825,7.277,7.897,9.434,11.988,12.544,11.469,12.3,12.234,12.96,13.919,13.78,14.733,16.029,17.126,18.372,19.675,20.934,2018.0
6889,576,SGP,PPPGDP,Singapore,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.879,27.752,31.56,35.601,40.13,41.141,42.533,48.291,55.625,63.678,72.549,80.019,87.277,99.587,113.002,123.679,135.354,149.143,147.511,158.152,176.354,178.4,188.273,200.697,226.321,250.596,281.591,315.293,327.343,329.839,382.291,414.967,435.965,448.14,461.772,481.405,501.388,535.131,567.077,584.987,560.12,615.293,652.586,686.354,720.549,754.508,789.576,2020.0
7024,813,SLB,PPPGDP,Solomon Islands,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.223,0.24,0.25,0.27,0.28,0.28,0.285,0.317,0.332,0.36,0.382,0.418,0.482,0.513,0.567,0.637,0.659,0.664,0.68,0.687,0.602,0.566,0.559,0.607,0.665,0.724,0.783,0.84,0.905,0.935,1.027,1.125,1.167,1.251,1.288,1.319,1.411,1.514,1.612,1.66,1.608,1.686,1.809,1.935,2.045,2.151,2.26,2019.0
7204,184,ESP,PPPGDP,Spain,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",294.435,320.976,345.03,364.466,384.033,405.533,427.895,463.512,505.215,551.298,593.93,629.524,649.347,656.004,685.658,728.891,760.21,803.21,848.548,901.338,968.334,1029.13,1073.67,1127.53,1193.9,1276.36,1369.74,1457.43,1498.58,1451.34,1471.25,1489.6,1483.65,1512.07,1558.31,1621.51,1733.04,1843.93,1931.23,2006.71,1811.09,1984.01,2168.79,2278.64,2376.31,2466.11,2555.18,2020.0
7249,524,LKA,PPPGDP,Sri Lanka,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",16.339,18.841,21.051,22.601,24.991,27.06,28.786,29.927,31.818,33.81,37.241,42.666,42.271,46.508,51.318,55.565,63.464,71.202,70.818,73.884,81.918,82.132,86.52,93.469,101.204,110.893,123.081,134.998,145.774,151.9,166.048,183.744,210.688,223.39,233.895,242.361,259.19,269.854,285.34,296.995,289.846,311.244,330.351,351.464,374.354,398.335,423.443,2019.0
7294,361,KNA,PPPGDP,St. Kitts and Nevis,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.13,0.146,0.165,0.168,0.19,0.209,0.232,0.257,0.294,0.324,0.355,0.375,0.395,0.426,0.459,0.485,0.523,0.571,0.583,0.615,0.69,0.743,0.765,0.749,0.8,0.905,0.963,0.995,1.127,1.096,1.11,1.151,1.106,1.162,1.266,1.272,1.337,1.404,1.476,1.574,1.364,1.398,1.581,1.701,1.788,1.875,1.966,2019.0
7339,362,LCA,PPPGDP,St. Lucia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.285,0.328,0.356,0.385,0.43,0.5,0.583,0.621,0.733,0.83,0.946,0.982,1.084,1.116,1.158,1.203,1.261,1.274,1.369,1.425,1.458,1.44,1.469,1.562,1.72,1.767,1.935,2.026,2.165,2.139,2.176,2.328,2.312,2.396,2.455,2.43,2.573,2.701,2.847,2.896,2.334,2.502,2.908,3.241,3.447,3.584,3.712,2020.0
7384,364,VCT,PPPGDP,St. Vincent and the Grenadines,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.17,0.193,0.21,0.225,0.246,0.264,0.284,0.293,0.344,0.369,0.401,0.424,0.464,0.492,0.497,0.542,0.557,0.588,0.621,0.643,0.67,0.697,0.752,0.826,0.883,0.934,1.037,1.1,1.139,1.122,1.098,1.116,1.134,1.185,1.231,1.271,1.364,1.345,1.407,1.44,1.41,1.372,1.527,1.658,1.768,1.866,1.957,2019.0
7429,732,SDN,PPPGDP,Sudan,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",20.182,23.487,25.968,26.577,25.987,26.641,29.877,32.595,35.192,37.093,38.804,42.934,46.346,48.749,51.54,57.283,61.52,66.371,72.65,76.794,85.119,96.495,103.821,112.528,121.484,132.37,145.367,157.858,167.074,163.491,171.84,169.773,137.75,142.298,168.145,170.584,220.516,187.695,187.027,186.226,181.629,189.867,201.922,217.063,236.441,258.004,280.468,2019.0
7474,366,SUR,PPPGDP,Suriname,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.187,2.44,2.427,2.394,2.406,2.46,2.449,2.289,2.625,2.791,2.852,2.541,2.701,2.704,2.568,2.919,3.305,3.597,3.718,3.736,3.817,4.094,4.314,4.671,5.147,5.57,6.073,6.555,6.958,7.213,7.677,8.295,9.148,9.854,10.226,9.623,8.509,10.431,11.209,11.534,9.817,10.24,10.683,11.161,11.605,12.009,12.381,2020.0
7519,144,SWE,PPPGDP,Sweden,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",87.604,100.245,107.926,114.461,123.748,130.63,137.22,145.258,154.09,164.389,171.821,175.673,177.996,178.882,189.883,201.494,208.424,218.528,230.517,243.693,261.093,270.845,281.109,293.278,314.211,333.329,359.637,382.059,387.631,373.185,400.15,421.516,432.488,444.617,457.508,481.3,500.373,530.433,553.695,574.794,565.46,609.478,647.411,681.422,710.638,740.54,770.64,2020.0
7564,146,CHE,PPPGDP,Switzerland,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",114.3,127.127,133.04,139.034,148.68,159.157,165.274,171.996,183.7,199.431,214.538,219.921,224.433,229.306,237.193,243.552,249.409,259.379,270.24,278.647,296.578,308.244,313.156,319.081,336.244,356.685,382.935,409.256,428.165,422.057,440.787,458.588,479.469,503.702,525.136,546.988,570.073,588.151,619.914,638.861,630.356,677.269,716.735,744.219,774.883,801.216,832.54,2020.0
7654,528,TWN,PPPGDP,Taiwan Province of China,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.57,72.18,80.326,91.004,103.763,112.19,127.624,147.456,164.905,186.319,204.002,228.557,253.192,276.854,303.984,330.526,357.368,385.528,406.261,439.72,478.077,481.996,516.34,548.775,602.68,655.041,714.22,783.772,805.185,797.275,889.524,941.367,973.232,1015.24,1066.1,1102.04,1112.78,1143.22,1203.15,1260.98,1316.03,1443.41,1532.72,1610.21,1683.84,1756.18,1829.84,2020.0
7744,738,TZA,PPPGDP,Tanzania,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",10.461,11.508,12.293,13.081,14.014,15.122,16.444,17.845,19.288,20.806,23.105,24.381,25.082,25.987,26.958,28.505,30.347,31.958,33.516,35.634,38.239,41.446,45.107,49.165,54.436,60.281,65.037,72.449,77.948,82.67,88.984,98.013,95.918,103.322,108.827,117.377,127.683,134.162,146.926,159.979,169.689,182.876,197.512,213.336,230.898,250.093,270.543,2020.0
