,WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
6805,718,SYC,PPPPC,Seychelles,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",4384.46,4557.45,4711.02,4871.24,5233.29,5906.39,6033.5,6214.62,6751.22,7691.51,8532.25,8944.38,9759.53,10499.42,10187.18,10298.7,11367.78,12822.48,13029.44,13198.57,13946.62,13924.76,14050.12,13474.51,13491.69,15098.9,16677.0,18815.69,18351.03,18192.61,18968.78,20947.84,21565.04,22369.39,23889.78,24138.25,25904.45,27711.69,28435.83,29219.86,25554.6,28060.36,30775.59,33342.98,35484.88,37736.14,40007.12,2015.0
6850,724,SLE,PPPPC,Sierra Leone,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",782.743,851.982,901.827,901.232,944.219,890.655,889.906,913.67,945.139,1007.11,1045.58,987.937,913.176,939.381,997.447,917.509,701.306,584.801,580.249,530.834,548.509,639.145,785.651,836.253,876.122,908.906,945.769,1021.49,1071.54,1088.09,1134.21,1203.17,1405.48,1746.55,1787.66,1599.22,1678.27,1633.73,1694.12,1781.44,1727.48,1808.97,1927.73,2017.33,2119.7,2223.41,2317.12,2017.0
6895,576,SGP,PPPPC,Singapore,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",9477.89,10957.04,11925.34,13278.86,14687.53,15037.0,15560.46,17403.38,19544.13,21726.53,23809.03,25523.88,27014.96,30055.23,33050.8,35091.29,36874.11,39289.2,37561.22,39950.24,43783.36,43112.46,45085.04,48774.11,54317.1,58745.84,63978.15,68712.29,67641.24,66132.22,75302.59,80052.39,82064.96,83001.79,84423.19,86974.75,89417.35,95350.44,100569.22,102565.04,98511.88,107677.22,113635.45,118920.78,124224.55,129431.87,134773.88,2020.0
7030,813,SLB,PPPPC,Solomon Islands,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",967.046,1005.15,1015.29,1061.17,1067.26,1034.62,1022.92,1104.67,1126.11,1186.78,1223.61,1303.63,1460.71,1511.58,1622.21,1772.56,1783.25,1747.86,1741.36,1709.65,1458.55,1336.2,1284.23,1358.85,1450.96,1540.92,1627.25,1706.26,1798.9,1814.34,1946.44,2077.5,2099.44,2189.96,2193.88,2187.46,2277.52,2381.01,2468.74,2478.76,2348.59,2410.1,2529.61,2648.04,2738.44,2818.6,2896.81,2015.0
7210,184,ESP,PPPPC,Spain,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",7818.98,8443.63,9028.08,9492.12,9961.99,10482.73,11028.92,11919.08,12963.92,14118.34,15183.47,16050.82,16501.71,16619.13,17323.73,18373.01,19118.21,20146.4,21209.28,22412.99,23877.43,25244.72,25919.41,26721.12,27856.35,29232.42,30877.49,32218.44,32589.8,31300.84,31597.32,31872.36,31724.63,32452.66,33544.36,34938.58,37309.87,39626.47,41328.35,42600.44,38442.86,42074.5,45795.87,47919.08,49782.21,51478.5,53160.21,2020.0
7255,524,LKA,PPPPC,Sri Lanka,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1050.49,1195.2,1318.86,1399.6,1531.17,1641.74,1729.38,1780.17,1873.88,1971.27,2149.45,2433.11,2383.21,2594.6,2836.13,3045.83,3455.26,3854.81,3814.69,3958.78,4362.53,4342.9,4538.77,4862.09,5220.16,5673.72,6249.02,6803.65,7294.53,7548.38,8195.17,9007.66,10315.18,10852.06,11256.86,11557.49,12224.22,12584.1,13167.53,13621.75,13222.92,14123.29,14910.3,15778.55,16716.49,17692.41,18707.21,2019.0
7300,361,KNA,PPPPC,St. Kitts and Nevis,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3008.35,3399.79,3849.95,3938.82,4500.74,4974.99,5565.78,6226.7,7166.33,7932.87,8682.45,9139.81,9554.71,10191.61,10835.42,11307.34,12057.89,13022.48,13162.46,13717.33,15204.17,16152.79,16397.13,15836.84,16677.41,18626.12,19564.68,19981.42,22394.1,21538.93,21570.39,22133.19,21039.33,21858.71,23555.36,23424.16,24377.52,25340.71,26369.38,27846.07,23876.78,24236.16,27117.23,28883.44,30054.64,31203.04,32378.78,2015.0
7345,362,LCA,PPPPC,St. Lucia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2447.95,2778.49,2973.75,3174.08,3502.75,4005.69,4604.76,4835.1,5618.23,6252.71,7053.31,7218.9,7844.98,8022.86,8161.06,8314.08,8573.19,8509.85,9009.01,9273.04,9348.36,9121.87,9230.49,9723.2,10590.27,10752.0,11629.06,12034.26,12713.46,12985.16,13124.6,13907.99,13668.24,14032.14,14220.87,13944.98,14634.21,15236.05,15931.23,16104.4,12896.63,13739.08,15872.25,17575.76,18575.22,19192.22,19752.73,2015.0
7390,364,VCT,PPPPC,St. Vincent and the Grenadines,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1723.0,1942.28,2098.38,2233.68,2419.21,2584.0,2759.46,2827.33,3292.58,3515.64,3793.15,3977.76,4358.13,4622.63,4667.46,5090.43,5239.79,5530.82,5843.83,6052.42,6302.77,6556.49,7047.89,7705.15,8204.27,8633.79,9542.29,10083.42,10429.19,10265.44,10030.42,10185.71,10339.71,10794.75,11204.62,11552.09,12383.75,12201.78,12750.76,13035.13,12750.36,12395.3,13783.62,14956.86,15932.01,16799.45,17592.98,2016.0
7435,732,SDN,PPPPC,Sudan,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1080.4,1220.76,1311.51,1305.37,1219.4,1216.06,1326.63,1407.87,1491.21,1532.77,1506.93,1618.31,1696.4,1732.99,1780.31,2049.48,2151.04,2272.99,2437.92,2526.11,2736.93,3024.92,3174.96,3349.06,3523.96,3749.87,4013.7,4248.12,4382.19,4179.55,4281.66,5197.99,3929.48,3934.82,4509.18,4438.22,5568.78,4602.32,4454.66,4308.61,4095.77,4173.05,4325.53,4532.04,4811.53,5117.3,5421.89,2011.0
7525,144,SWE,PPPPC,Sweden,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",10531.89,12044.34,12960.24,13739.85,14833.19,15629.11,16371.73,17263.62,18216.38,19278.57,20000.99,20322.84,20478.08,20455.13,21537.58,22799.89,23565.42,24699.08,26034.35,27500.44,29393.07,30400.8,31441.17,32674.81,34868.25,36841.13,39463.04,41605.34,41877.31,39952.65,42498.76,44450.32,45258.81,46098.79,46936.61,48857.88,50061.58,52413.09,54123.64,55656.2,54479.61,57425.0,60420.05,63012.3,65136.83,67314.17,69504.54,2020.0
7570,146,CHE,PPPPC,Switzerland,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",18131.42,20067.35,20875.61,21690.1,23130.08,24652.51,25485.56,26367.55,27973.24,30125.49,32145.34,32547.19,32797.41,33194.24,34035.44,34699.0,35317.08,36630.31,38083.36,39113.8,41398.34,42823.6,43158.26,43626.09,45660.45,48103.18,51338.6,54502.01,56389.46,54798.42,56612.75,58270.39,60272.68,62657.35,64513.03,66398.1,68460.79,69851.7,73068.64,74764.29,73246.11,78111.51,82047.79,84559.84,87388.56,89685.7,92498.22,2020.0
7660,528,TWN,PPPPC,Taiwan Province of China,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",3446.19,3967.23,4338.26,4843.05,5441.39,5808.78,6541.78,7475.61,8264.09,9243.56,9999.43,11091.87,12171.17,13186.41,14353.83,15475.93,16602.11,17731.28,18526.53,19903.7,21460.88,21512.34,22927.29,24277.21,26562.49,28767.26,31220.65,34138.84,34951.78,34484.56,38404.27,40532.64,41741.27,43435.45,45494.28,46910.95,47272.28,48500.85,51005.03,53424.38,55855.77,61371.02,65283.93,68706.75,71976.13,75201.84,78495.09,2020.0
7750,738,TZA,PPPPC,Tanzania,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",580.085,618.702,640.681,660.931,686.888,718.863,758.51,798.946,837.991,876.509,942.781,962.302,956.763,958.338,962.884,988.761,1025.12,1053.66,1080.67,1122.3,1174.98,1240.67,1314.01,1392.68,1499.03,1613.77,1692.74,1833.13,1918.04,1976.62,2066.52,2210.07,2099.43,2194.77,2243.35,2348.07,2478.81,2527.81,2687.04,2840.42,2925.62,3061.73,3211.07,3367.95,3539.71,3723.01,3910.88,2012.0
7795,578,THA,PPPPC,Thailand,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",1576.14,1791.23,1965.9,2117.43,2278.4,2415.51,2553.72,2814.68,3244.26,3722.86,4251.17,4708.11,5207.22,5740.8,6274.51,6857.32,7296.22,7132.67,6582.42,6900.44,7294.59,7644.6,8172.98,8866.93,9611.27,10261.34,11036.59,11884.19,12256.49,12188.32,13196.81,13519.13,14870.98,15407.67,15480.21,15822.37,16616.2,17422.95,18528.01,19232.3,18231.29,19028.42,20387.63,21682.81,22944.08,24240.7,25610.38,2019.0
7885,742,TGO,PPPPC,Togo,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",997.27,1020.1,1006.12,955.124,1009.81,1043.21,1062.96,1028.94,1138.39,1197.69,1282.41,1287.7,1248.03,1047.05,1191.31,1419.38,1350.28,1382.21,1322.94,1333.06,1310.58,1314.22,1349.96,1432.3,1419.81,1360.16,1401.51,1384.57,1429.05,1477.23,1543.98,1632.63,1655.51,1720.57,1792.3,1885.3,1954.22,2012.24,2110.38,2210.78,2221.74,2353.46,2499.29,2649.24,2810.74,2984.56,3166.03,2016.0
7930,866,TON,PPPPC,Tonga,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",723.103,897.474,1069.16,1163.03,1718.23,1881.67,2099.53,2182.33,2169.35,2267.89,2451.09,2667.47,2611.55,2658.46,2776.54,3049.33,3097.6,3125.75,3220.54,3327.17,3516.17,3632.89,3839.53,3901.4,3914.45,4003.89,4020.3,4009.17,4269.65,4063.61,4135.32,4488.44,4608.49,4728.63,4940.19,5074.69,5517.67,5813.06,5977.41,6136.58,6259.05,6361.41,6734.13,7157.9,7552.19,7883.72,8204.87,2020.0
